Date,Animal_ID,Use,D_forbs,Vegetation.cover,Vegetation.biomass,Heap.dung,Escape.impediment,Micro.habitat.type,Season,Rainfall,dist_rangerpost,dist_confluence,dist_road,dist_drainage,dist_river,Elevation,slope,TWI,Curvature,Tourism_footprint,Human_proximity,Tree_density,NDVI,dNDVI,dist_parkbound
3/18/2020,El_6661,0,3.3125,10,0.000209176,1,0,Short grassland,Wet,33.96028137,12.32955749,13.97794982,0.640857389,6.891466967,45.61074606,1652.89917,0.34721481,11.94826794,0,0.01542345,0.023652598,0.210248838,0.613264948,-0.008100837,5.093886063
3/18/2020,El_6661,0,4.25,13.75,0.000209176,2,0,Short grassland,Wet,30.47974968,12.77134644,14.30968364,1.327458825,6.179174709,45.91764856,1647.881348,0.30085582,11.94826794,0,0.01506175,0.023652598,0.249178236,0.641662445,-0.005633879,4.552684684
3/16/2020,El_6661,1,1.5625,13.75,9.30E-05,3,0,Short grassland,Wet,0,10.690704,16.5821516,2.389491953,7.74585427,43.51026838,1669.878174,0.433989788,10.8387661,-2.00E-06,0.01512042,0.023652598,0.277695646,0.658557158,-0.005978581,6.508021709
3/16/2020,El_6661,0,2.5625,8.75,0.000133873,0,0,Short grassland,Wet,0,11.01174446,17.16634301,3.270760596,7.434959464,43.52679072,1663.081543,0.432921481,11.33073997,-6.00E-06,0.01472878,0.023652598,0.333144057,0.673736926,-0.002994906,6.209520421
3/16/2020,El_6661,0,3.0625,7.5,0.000133873,2,0,Short grassland,Wet,0,10.5510808,17.25209265,2.956491506,7.881776517,43.15038184,1669.878174,0.433989788,11.33073997,-2.00E-06,0.01494233,0.023652598,0.208449206,0.720468368,-0.002017718,6.661211219
3/16/2020,El_6661,0,2.75,2.5,0.000209176,0,0,Short grassland,Wet,0,11.5783282,16.45366261,3.007791638,6.843960675,44.22228081,1663.081543,0.432921481,12.01659966,-6.00E-06,0.0146849,0.023652598,0.296623273,0.675569359,-0.002306152,5.622963199
3/16/2020,El_6661,0,3.375,25,5.23E-05,1,0,Short grassland,Wet,0,11.09052803,16.2372294,2.300478253,7.368859026,43.9518697,1658.908691,0.489538588,10.8387661,-3.00E-06,0.01506857,0.023652598,0.28283402,0.679859262,-0.002448317,6.112250161
3/15/2020,El_6661,1,5.4375,5,2.53E-05,0,0,Short grassland,Wet,15.40594482,10.28865147,14.16896832,0.992628185,9.47649531,43.80012834,1653.999146,0.251361277,12.05240822,-1.00E-06,0.01686059,0.023652598,-0.031240429,0.718077548,-0.003744792,5.947327148
3/15/2020,El_6661,0,2.1875,0,5.23E-05,0,0,Short grassland,Wet,15.40594482,10.60182536,14.08098155,0.768370841,9.084710524,44.09077453,1658.993896,0.374607684,12.13688183,-1.00E-06,0.01671918,0.023652598,-0.087720542,0.69876568,-0.00423608,5.804600014
3/15/2020,El_6661,0,2.6875,2.5,7.92E-05,0,0,Short grassland,Wet,15.40594482,10.68720141,14.27686284,0.390635696,8.777304939,44.13352914,1658.993896,0.374607684,12.13688183,-1.00E-06,0.01649813,0.023652598,-0.12766764,0.65577662,-0.005316645,5.940480594
3/15/2020,El_6661,0,1.1875,5,5.95E-05,0,0,Short grassland,Wet,15.40594482,10.81682546,13.61859079,1.244228848,9.255065835,44.34279005,1653.999146,0.251361277,12.08572292,-1.00E-06,0.01689157,0.027891159,-0.274326446,0.698291175,-0.002796251,5.380960289
3/15/2020,El_6661,0,2.375,13.75,2.77E-05,0,0,Short grassland,Wet,15.40594482,9.531585912,15.04691372,0.553998564,9.778426157,43.00087398,1659.997681,0.335265302,12.05240822,0,0.01688566,0.023652598,-0.169103847,0.702797934,-0.003565706,6.83407002
3/29/2020,El_6661,1,2.3125,15,0.000110639,1,0,Short grassland,Wet,19.14847565,9.76237804,12.41752223,5.542707992,10.7593073,42.64811153,1648.020996,0.200174964,13.40851593,-2.00E-06,0.02173571,0.025937004,-0.286097003,0.679364562,-0.001690447,5.101398978
3/29/2020,El_6661,0,2.6875,2.5,6.83E-05,0,0,Short grassland,Wet,19.14847565,9.989424208,12.23450717,5.296869172,10.83028194,42.9320298,1648.020996,0.200174964,13.40851593,-2.00E-06,0.02182158,0.025937004,-0.325091515,0.670706064,-0.000227224,4.845742994
3/29/2020,El_6661,0,1.75,5,0.000133873,2,0,Short grassland,Wet,19.14847565,10.07081536,12.16911534,5.212109144,10.84948516,43.02979737,1648.020996,0.200174964,13.40851593,-2.00E-06,0.02182158,0.025937004,-0.32871214,0.645072937,0.001580484,4.757894785
3/29/2020,El_6661,0,2.3125,23.75,9.30E-05,0,0,Short grassland,Wet,19.14847565,10.50023247,11.75020971,4.783166842,10.61765046,43.43944454,1649.025024,0.16053732,12.77779198,0,0.02188949,0.025937004,-0.269119397,0.627314746,0.000980124,4.330659047
3/29/2020,El_6661,0,5.0625,16.25,5.23E-05,1,0,Short grassland,Wet,19.14847565,9.010122585,13.07304952,5.697347788,10.65905446,41.71852253,1651.968506,0.30253726,13.92111778,0,0.0218953,0.025937004,-0.158327211,0.727181345,-0.008768622,5.987620492
4/6/2020,El_6661,1,1.9375,8.75,7.92E-05,1,0,Short grassland,Wet,0,7.283804844,16.70489644,0.531074476,11.79111843,40.79236357,1664.002441,0.260362567,14.49839401,-4.00E-06,0.017701,0.022425333,-0.208073036,0.619640052,-0.003344364,8.60098887
